"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904081-1400","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=313&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire - Collégiens - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Accompagnement scolaire","Association :  La Maison Pour Tous","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904432-2798","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=196&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé développement plugins","Lieu : Partout en France ","Type :  Informatique. Web","Association :  MINECRAFT PRO GAMING","Date : Tout le temps","Disponibilité demandée :  10 heures par mois"
"1615903882-625","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=377&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation d' un atelier théâtre adulte","Lieu : PARIS 75013 (75013)","Type :  Animation culturelle","Association :  13en scéne","Date : Tout le temps","Disponibilité demandée :  2h par semaine"
"1615904611-3524","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=136&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez bénévoles d'accompagnement en Soins Palliatifs","Lieu : BREST (29200)","Type :  Ecoute","Association :  Association d'Accompagnement en Soins Palliatifs IROISE","Date : Tout le temps","Disponibilité demandée :  3h par semaine"
"1615904231-2016","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=262&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Alphabétisation - cours de français individuels et collectifs - mise à niveau","Lieu : ST MICHEL SUR ORGE (91240)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  Renaissance et culture","Date : Tout le temps","Disponibilité demandée :  1 heure 1/2 minimum hebdomadaire"
"1615904486-2923","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=186&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Petits travaux d'entretien et/ou de réparation - Baillet-en-France","Lieu : BAILLET EN FRANCE (95560)","Type :  Travaux manuels","Association :  ATD Quart Monde Centre International","Date : Tout le temps","Disponibilité demandée :  - Selon possibilités du bénévole."
"1615904205-1889","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=272&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Référent-e-s « mobilisation locale »","Lieu : AVIGNON (84000)","Type :  Opération de sensibilisation","Association :  Oxfam France","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615904500-2998","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=180&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil, écoute et accompagnement","Lieu : PONTAULT COMBAULT (77340)","Type :  Accueil, Information","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  Une demi-journée à une journée par semaine"
"1615905095-5092","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=5&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Inclusion sociale et insertion professionnelle de réfugiés - Bagnolet","Lieu : BAGNOLET (93170)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  Croix-Rouge française - Délégation de Roissy Charles de Gaulle","Date : Tout le temps","Disponibilité demandée :  1 demi-journée par semaine"
"1615904698-3823","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=111&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Visites à des personnes âgées isolées / FOIX","Lieu : FOIX (09000)","Type :  Visite à domicile","Association :  Les petits frères des Pauvres d'Occitanie","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615905097-5103","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=4&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Apprentissage du français - Cours du soir - Val d'Oise Sud","Lieu : VAL-D'OISE (95)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  ESSIVAM","Date : Tout le temps","Disponibilité demandée :  - Un ou 2 soirs par semaine."
"1615904156-1683","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=289&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Trésorier","Lieu : BAYONNE (64)","Type :  Gestion financière et comptable","Association :  BESTEAREKIN Avec l 'Autre","Date : Tout le temps","Disponibilité demandée :  1 jour par semaine"
"1615903946-846","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=359&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chercher des logements à acheter pour des personnes exclues","Lieu : ASNIERES SUR SEINE (92600)","Type :  Recherche de fonds, de partenaires","Association :  Solidarités Nouvelles pour le Logement - Union","Date : Tout le temps","Disponibilité demandée :  Réunion de Groupe Local de Solidarité une fois par mois. Puis en fonction des envies, possibilités et besoins."
"1615904655-3744","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=118&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Ecrivain public","Lieu : PARIS 75020 (75020)","Type :  Ecrivain public (Aide aux démarches administratives)","Association :  Davout Relais","Date : Tout le temps","Disponibilité demandée :  Une demi-journée par semaine"
"1615904231-2009","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=262&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission occasionnelle Photographe","Lieu : LA GARDE (83130)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  1 à 2 jours par mois, organisation flexible"
"1615904009-1104","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=338&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Technicien installation et maintenance informatique","Lieu : PARIS (75)","Type :  Informatique. Web","Association :  Français langue d'accueil","Date : Tout le temps","Disponibilité demandée :  5h par semaine minimum"
"1615903921-757","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=366&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation et sensibilisation autour de la problématique du tri des déchets","Lieu : MARSEILLE 13004 (13004)","Type :  Opération de sensibilisation","Association :  Association pour le respect de l'environnement lors des manifestations culturelles et sportives - Provence Alpes Côte d'Azur","Date : Tout le temps","Disponibilité demandée :  Le temps que tu as à nous accorder"
"1615904486-2922","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=186&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accéder à des responsabilités associatives - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Communication","Association :  France ADOT 95","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615903897-675","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=373&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez ambassadeur pour la redistribution d’invendus aux plus démunis !","Lieu : ISERE (38)","Type :  Recherche de fonds, de partenaires","Association :  Agence du Don en Nature","Date : Tout le temps","Disponibilité demandée :  1 demi-journées par semaine (flexible, en semaine, en journée)"
"1615903983-1005","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=346&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Référent technique - ateliers de prévention routière","Lieu : HAUTS-DE-SEINE (92)","Type :  Opération de sensibilisation","Association :  Association Prévention Routière - Région Île-de-France","Date : Tout le temps","Disponibilité demandée :  en semaine, sur des demi-journées"
"1615904365-2543","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=218&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnez un jeune adulte dans son projet professionnel à Dunkerque","Lieu : NORD (59)","Type :  Aide à l'insertion / Parrainages","Association :  PROXITÉ","Date : Tout le temps","Disponibilité demandée :  2 à 4 heures par mois"
"1615904258-2140","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=251&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Soutien administratif","Lieu : BASTIA (20200)","Type :  Gestion administrative","Association :  Association Prévention Routière - Région P.A.C.A./Corse","Date : Tout le temps","Disponibilité demandée :  selon possibilités"
"1615904594-3449","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=142&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Infirmier.e pour un Séjour d'Enfants Malades et Jeunes Aidants en Octobre","Lieu : MANDRES LES ROSES (94520)","Type :  Secourisme. Santé. Soins","Association :  L'ENVOL pour les enfants européens","Date : du 23/10/2021 au 29/10/2021","Disponibilité demandée :  Sessions de 8 jours"
"1615903928-802","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=363&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mission Urgente !","Lieu : BONNEUIL SUR MARNE (94380)","Type :  Visites en établissement","Association :  Groupe SOS Seniors","Date : Tout le temps","Disponibilité demandée :  4h par jour"
"1615904250-2107","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=254&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Co-coordinateurs.rices bénévolat Toulouse","Lieu : TOULOUSE (31000)","Type :  Opération de sensibilisation","Association :  Oxfam France","Date : Tout le temps","Disponibilité demandée :  Quelques heures par mois"
"1615904606-3497","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=138&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à  domicile - Boussy-st-Antoine","Lieu : BOUSSY SAINT ANTOINE (91800)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section de l'Essonne","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615904519-3096","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=172&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Participer à la Direction d'une association de FLE - Secteur de Villiers-le-Bel","Lieu : VAL-D'OISE (95)","Type :  Gestion financière et comptable","Association :  Association Dialogue de Femmes","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine et 1 réunion par mois."
"1615904090-1434","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=310&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement de personnes gravement malades ou en fin de vie - Eaubonne","Lieu : EAUBONNE (95600)","Type :  Visites en établissement","Association :  JALMALV Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615905093-5082","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=6&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide au don du sang - communication et logistique","Lieu : REVEL (31250)","Type :  Accueil, Information","Association :  Croix Rouge Française - Unité Locale de Revel","Date : du 01/05/2021 au 15/05/2021","Disponibilité demandée :  3 à 5 jours sur 15 jours"
"1615904652-3722","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=119&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Conférenciers pour personnes âgées (94)","Lieu : VAL-DE-MARNE (94)","Type :  Animation culturelle","Association :  Volontariat et Soutien par l'Art - Siège","Date : Tout le temps","Disponibilité demandée :  1 à 4 après midi par mois"
"1615904946-4680","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=40&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Professionnels du Puy de Dôme - Mettez votre expérience au service de l'orientation des jeunes","Lieu : PUY-DE-DOME (63)","Type :  Aide à l'insertion / Parrainages","Association :  JobIRL ","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904488-2938","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=185&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Comptabilité - Trésorerie - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Gestion financière et comptable","Association :  France ADOT 95","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904088-1419","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=311&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Traducteur/trice russe-français","Lieu : Partout en France ","Type :  Documentation. Traduction","Association :  High Flight","Date : Tout le temps","Disponibilité demandée :  En fonction de votre disponibilité"
"1615905061-4980","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=15&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","AUDIO : Ingénieur/réalisateur son spécialisé podcast ou documentaire expérimenté (H/F)","Lieu : Partout en France ","Type :  Autres actions","Association :  Les Muses de Paris","Date : Tout le temps","Disponibilité demandée :  1 heure par semaine minimum"
"1615904032-1184","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=331&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chauffeur poids lourds","Lieu : MAZINGARBE (62670)","Type :  BTP/Logistique/Sécurité/Transport","Association :  Croix-Rouge Française - Délégation Territoriale du Pas-de-Calais","Date : Tout le temps","Disponibilité demandée :  variable en fonction de l'activité"
"1615905083-5030","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=10&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Mentor pour un jeune demandeur d'emploi","Lieu : VAL-D'OISE (95)","Type :  Aide à l'insertion / Parrainages","Association :  DUO for a JOB","Date : Tout le temps","Disponibilité demandée :  2 heures par semaine"
